Year,State,Value
2015,RI,0.2
2015,VT,0.3
2017,VA,0.3
2017,DE,0.4
2015,RI,0.4
2017,WV,0.6
2015,FL,0.6
2017,NM,0.7
2015,MD,0.7
2015,RI,0.8
2015,RI,0.9
2017,MD,0.9
2015,RI,1
2017,MD,1
2017,DE,1
2015,ND,1.1
2015,DE,1.1
2017,MD,1.1
2015,VA,1.1
2017,MD,1.2
2017,RI,1.2
2017,NY,1.2
2017,MD,1.2
2017,DE,1.2
2015,RI,1.2
2017,VA,1.3
2017,MD,1.3
2017,NV,1.3
2017,RI,1.3
2017,VT,1.4
2015,VT,1.4
2015,RI,1.4
2015,VA,1.5
2011,RI,1.5
2015,VA,1.5
2007,RI,1.5
2015,VA,1.5
2017,DE,1.5
2017,MD,1.5
2017,VT,1.5
2013,MA,1.5
2015,IL,1.6
2015,VA,1.6
2015,VT,1.6
2017,RI,1.6
2017,CA,1.6
2017,VT,1.6
2015,VA,1.6
2015,VT,1.7
2013,VA,1.7
2017,RI,1.7
2017,DE,1.7
2017,NM,1.7
2017,FL,1.7
2015,MI,1.7
2013,FL,1.8
2017,IL,1.8
2017,ND,1.8
2017,KY,1.8
2017,ME,1.8
2017,CA,1.8
2017,VA,1.8
2017,FL,1.8
2015,VT,1.8
2013,CO,1.9
2013,VA,1.9
2015,DE,1.9
2015,DC,1.9
2017,ME,1.9
2017,VT,1.9
2017,RI,1.9
2017,IA,1.9
2017,VT,1.9
2017,RI,1.9
2017,DE,1.9
2017,ME,1.9
2017,TN,1.9
2017,MA,1.9
2013,VT,2
2013,CO,2
2013,VT,2
2013,DC,2
2015,VT,2
2015,MD,2
2015,ME,2
2017,MD,2
2017,ND,2
2017,DC,2
2017,NV,2
2017,NV,2
2017,VA,2
2017,DE,2
2013,VA,2
2013,VT,2
2013,VT,2.1
2017,NV,2.1
2017,MD,2.1
2017,KY,2.1
2017,ME,2.1
2017,NV,2.1
2017,VT,2.1
2015,DE,2.1
2013,VA,2.1
2015,RI,2.2
2015,DC,2.2
2011,VT,2.2
2017,HI,2.2
2017,GU,2.2
2017,NM,2.2
2017,FL,2.2
2017,ME,2.2
2017,FL,2.2
2017,US,2.2
2013,RI,2.2
2013,CO,2.3
2013,PR,2.3
2015,DE,2.3
2015,RI,2.3
2015,ND,2.3
2013,ND,2.3
2015,GU,2.3
2015,MD,2.3
2015,VT,2.3
2013,RI,2.4
2015,DE,2.4
2017,VA,2.4
2017,VA,2.4
2017,NY,2.4
2013,NM,2.5
2011,PR,2.5
2015,MD,2.5
2013,VT,2.5
2015,MD,2.5
2013,CO,2.5
2013,MD,2.5
2015,IL,2.5
2013,VA,2.5
2017,HI,2.5
2017,FL,2.5
2017,ND,2.5
2015,VA,2.6
2013,VA,2.6
2017,WV,2.6
2017,NV,2.6
2017,VA,2.6
2017,FL,2.6
2013,WI,2.7
2015,MD,2.7
2013,VA,2.7
2017,FL,2.7
2017,PR,2.7
2017,MI,2.7
2017,DE,2.7
2017,KY,2.7
2013,VA,2.7
2013,DE,2.7
2015,NM,2.7
2015,ND,2.8
2011,PR,2.8
2013,VA,2.8
2013,AK,2.8
2017,NV,2.8
2017,DC,2.8
2017,MD,2.8
2015,MD,2.8
2015,VA,2.9
2013,VA,2.9
2017,KY,2.9
2017,ND,2.9
2017,GU,2.9
2015,PR,3
2011,PR,3
2017,UT,3
2017,PA,3
2007,RI,3
2015,MA,3
2015,DE,3.1
2011,CO,3.1
2011,VT,3.1
2015,MD,3.1
2017,FL,3.1
2015,CA,3.1
2015,ME,3.2
2015,HI,3.2
2015,HI,3.2
2013,MD,3.2
2013,ME,3.2
2017,DE,3.2
2013,GU,3.2
2011,GA,3.2
2013,CO,3.3
2015,DE,3.3
2015,ME,3.3
2011,VT,3.3
2013,DE,3.3
2011,VT,3.3
2017,NV,3.3
2017,KY,3.3
2017,DC,3.3
2017,NY,3.3
2017,KY,3.3
2013,ME,3.4
2015,DC,3.4
2013,FL,3.4
2015,ME,3.4
2015,FL,3.4
2011,CO,3.4
2003,HI,3.4
2015,DC,3.4
2011,ND,3.4
2017,VA,3.4
2017,NM,3.4
2017,NV,3.4
2017,PR,3.4
2017,VT,3.4
2015,ME,3.4
2013,UT,3.5
2013,RI,3.5
2013,MD,3.5
2011,VT,3.5
2007,ND,3.5
2015,ME,3.5
2017,WV,3.5
2017,MD,3.5
2017,UT,3.5
2017,PR,3.5
2017,VT,3.5
2011,RI,3.6
2015,ND,3.6
2015,PR,3.6
2011,PR,3.6
2013,PR,3.6
2013,PR,3.6
2013,TN,3.6
2015,FL,3.6
2013,FL,3.6
2015,FL,3.6
2015,MD,3.6
2017,DC,3.6
2017,WV,3.6
2017,PA,3.6
2017,FL,3.6
2017,FL,3.6
2017,VA,3.6
2011,RI,3.6
2013,GA,3.6
2007,RI,3.6
2015,VA,3.7
2015,NM,3.7
2015,RI,3.7
2015,MD,3.7
2007,RI,3.7
2015,IL,3.7
2017,WV,3.7
2017,RI,3.7
2017,ND,3.7
2017,TX,3.7
2015,FL,3.7
2013,NV,3.7
2011,CO,3.7
2015,NC,3.8
2015,PR,3.8
2013,HI,3.8
2013,GA,3.8
2015,NH,3.8
2015,DC,3.8
2015,FL,3.8
2011,DE,3.8
2015,FL,3.8
2013,UT,3.8
2013,MD,3.8
2013,HI,3.8
2013,MI,3.8
2017,NM,3.8
2017,UT,3.8
2017,GU,3.8
2009,RI,3.8
2015,DC,3.9
2013,FL,3.9
2011,RI,3.9
2015,AR,3.9
2013,MD,3.9
2007,GA,3.9
2017,CT,3.9
2017,US,3.9
2017,WV,3.9
2017,MA,3.9
2013,ME,3.9
2015,DC,4
2013,FL,4
2017,MA,4
2017,SC,4
2017,DC,4
2007,GU,4
2013,RI,4
2013,DE,4
2007,RI,4.1
2013,ND,4.1
2015,FL,4.1
2013,ME,4.1
2011,RI,4.1
2015,TN,4.1
2017,ME,4.1
2017,HI,4.1
2017,WI,4.1
2017,WV,4.1
2001,HI,4.2
2013,LA,4.2
2013,MD,4.2
2009,NM,4.2
2013,GA,4.2
2011,WI,4.2
2011,NM,4.2
2013,ND,4.2
2017,DC,4.2
2017,HI,4.2
2011,CO,4.3
2013,ND,4.3
2013,DE,4.3
2015,PR,4.3
2007,HI,4.3
2011,CO,4.3
2015,ND,4.3
2013,RI,4.3
2013,FL,4.3
2013,DC,4.3
2015,NM,4.3
2017,UT,4.3
2017,UT,4.3
2017,NM,4.3
2017,NH,4.3
2017,LA,4.3
2017,CT,4.3
2013,FL,4.3
2007,RI,4.4
2009,RI,4.4
2009,RI,4.4
2013,WY,4.4
2009,NM,4.4
2009,NV,4.4
2015,HI,4.4
2017,PR,4.4
2017,US,4.4
2013,FL,4.4
2013,UT,4.4
2015,MA,4.5
2013,ME,4.5
2009,GA,4.5
2013,DE,4.5
2011,UT,4.5
2015,RI,4.5
2011,ND,4.5
2011,RI,4.5
2013,NM,4.6
2013,HI,4.6
2011,KY,4.6
2013,DC,4.6
2015,NM,4.6
2011,HI,4.6
2015,HI,4.6
2013,GA,4.6
2017,HI,4.6
2017,CA,4.6
2017,DC,4.6
2009,HI,4.6
2013,NM,4.6
2007,HI,4.7
2011,VT,4.7
2013,NC,4.7
2015,NY,4.7
2013,NM,4.7
2013,GA,4.7
2017,NC,4.7
2017,KS,4.7
2017,NC,4.7
2017,RI,4.7
2011,HI,4.7
2011,MA,4.8
2011,WY,4.8
2011,RI,4.8
2015,WV,4.8
2015,ME,4.8
2013,HI,4.8
2015,RI,4.8
2017,NM,4.8
2013,DC,4.9
2009,GA,4.9
2007,ND,4.9
2015,NM,4.9
2013,NM,4.9
2017,FL,4.9
2017,VA,4.9
2017,NM,4.9
2011,ME,4.9
2007,FL,5
2013,MD,5
2013,PR,5
2015,HI,5
2015,DC,5
2009,RI,5
2013,GA,5
2017,NY,5
2017,IL,5
2017,NY,5
2017,MO,5
2017,HI,5
2013,DC,5
2013,TN,5
2015,RI,5
2013,NC,5.1
2015,MD,5.1
2007,GA,5.1
2011,NC,5.1
2013,TN,5.1
2017,NM,5.1
2017,NC,5.1
2015,FL,5.1
2013,FL,5.1
2015,HI,5.2
2013,WY,5.2
2013,HI,5.2
2011,MI,5.2
2017,DE,5.2
2017,KS,5.2
2015,MI,5.2
2007,ME,5.2
2015,WV,5.3
2009,KY,5.3
2011,UT,5.3
2013,GA,5.3
2011,WY,5.3
2009,ND,5.3
2013,KY,5.3
2009,GA,5.3
2015,FL,5.3
2013,TN,5.3
2013,RI,5.3
2013,AK,5.3
2003,HI,5.3
2017,NC,5.3
2017,NE,5.3
2011,WY,5.3
2013,UT,5.3
2009,PA,5.4
2015,ND,5.4
2015,NY,5.4
2015,RI,5.4
2011,WY,5.4
2015,WV,5.4
2013,WY,5.4
2009,GA,5.4
2011,ME,5.4
2017,NC,5.4
2017,HI,5.4
2017,CA,5.4
2017,NY,5.4
2017,VA,5.4
2013,TN,5.5
2015,WV,5.5
2011,DE,5.5
2013,DC,5.5
2013,DC,5.5
2007,RI,5.5
2015,VT,5.5
2009,GA,5.5
2013,TN,5.5
2015,MD,5.5
2011,SC,5.5
2017,FL,5.5
2017,TX,5.5
2017,VA,5.5
2017,NY,5.5
2017,NC,5.5
2017,NC,5.5
2013,HI,5.5
2011,SC,5.5
2011,ME,5.6
2013,WY,5.6
2011,ME,5.6
2013,ME,5.6
2005,GA,5.6
2007,ME,5.6
2009,WY,5.6
2015,WV,5.6
2011,ND,5.6
2017,LA,5.6
2017,KS,5.6
2013,DC,5.7
2007,ND,5.7
2011,RI,5.7
2007,ME,5.7
2013,NY,5.7
2007,UT,5.7
2005,GA,5.7
2007,GA,5.7
2015,AK,5.7
2017,CA,5.7
2017,KS,5.7
2017,HI,5.7
2017,FL,5.7
2017,MD,5.7
2009,RI,5.7
2011,DE,5.7
2013,MD,5.8
2013,IL,5.8
2007,DC,5.8
2007,NY,5.8
2007,NV,5.8
2007,ME,5.8
2017,NY,5.8
2017,ME,5.8
2011,NE,5.8
2011,NJ,5.9
2015,NM,5.9
2013,RI,5.9
2013,TX,5.9
2009,RI,5.9
2015,MO,5.9
2011,UT,5.9
2017,RI,5.9
2017,CA,5.9
2017,CT,5.9
2017,CT,5.9
2013,NM,6
2011,GA,6
2015,KY,6
2011,DE,6
2011,DE,6
2013,UT,6
2013,NC,6
2017,ME,6
2017,NY,6
2015,GU,6
2013,NC,6.1
2011,MD,6.1
2013,TN,6.1
2013,SC,6.1
2011,GA,6.1
2011,HI,6.1
2011,SC,6.1
2017,RI,6.1
2009,ME,6.1
2009,GA,6.1
2013,VT,6.2
2013,KY,6.2
2007,DC,6.2
2009,MD,6.2
2013,KY,6.2
2011,OH,6.2
2009,NM,6.2
2017,WI,6.2
2017,DE,6.2
2017,AZ,6.2
2009,MS,6.2
2005,ME,6.3
2011,SC,6.3
2013,KY,6.3
2009,SC,6.3
2013,NM,6.3
2007,RI,6.3
2013,NC,6.3
2017,HI,6.3
2017,RI,6.3
2017,MD,6.3
2017,KY,6.3
2013,GU,6.3
2003,HI,6.3
2015,MS,6.3
2007,SC,6.4
2003,ND,6.4
2015,CT,6.4
2011,GA,6.4
2005,UT,6.4
2013,KY,6.4
2011,WY,6.4
2017,WI,6.4
2017,VA,6.4
2017,CA,6.4
2017,NV,6.4
2017,DE,6.4
2017,MA,6.4
2011,FL,6.4
2007,GA,6.4
2015,DC,6.4
2011,DE,6.5
2013,NM,6.5
2015,HI,6.5
2009,RI,6.5
2015,US,6.5
2011,WV,6.5
2015,SC,6.5
2007,LA,6.5
2009,UT,6.5
2009,NV,6.5
2013,NC,6.5
2017,FL,6.5
2017,VA,6.5
2017,ME,6.5
2017,IL,6.5
2013,GU,6.5
2007,ND,6.5
2013,US,6.6
2013,HI,6.6
2007,NV,6.6
2015,KY,6.6
2007,MI,6.6
2011,SC,6.6
2015,KY,6.6
2011,NC,6.6
2017,CO,6.6
2017,NH,6.6
2017,CO,6.6
2017,RI,6.6
2017,RI,6.6
2017,MA,6.6
2011,IN,6.6
2013,DC,6.7
2011,NM,6.7
2011,HI,6.7
2011,NJ,6.7
2015,KY,6.7
2009,ME,6.7
2015,MA,6.7
2017,NV,6.7
2015,ME,6.7
2015,CA,6.8
2011,NM,6.8
2011,ND,6.8
2007,DE,6.8
2013,DE,6.8
2005,RI,6.8
2013,MD,6.8
2015,AK,6.8
2011,GA,6.8
2013,WY,6.8
2009,WY,6.8
2007,MA,6.8
2003,GA,6.8
2009,NM,6.8
2015,VT,6.8
2013,WV,6.8
2017,MA,6.8
2017,PA,6.8
2011,SC,6.8
2011,MD,6.9
2015,NV,6.9
2013,RI,6.9
2009,HI,6.9
2015,HI,6.9
2011,WY,6.9
2013,WV,6.9
2007,NV,6.9
2011,IL,6.9
2007,UT,6.9
2013,MA,6.9
2017,TX,6.9
2009,UT,6.9
2009,FL,7
2003,HI,7
2011,NM,7
2005,ND,7
2015,US,7
2013,HI,7
2007,NV,7
2001,HI,7
2011,MA,7
2017,CO,7
2017,US,7
2017,AK,7
2017,NV,7
2017,NE,7
2011,UT,7
2011,RI,7
2005,RI,7.1
2013,WV,7.1
2009,RI,7.1
2007,WY,7.1
2005,GA,7.1
2015,IN,7.1
2001,UT,7.1
2015,NY,7.1
2013,WV,7.1
2005,ME,7.1
2005,UT,7.1
2009,NV,7.1
2013,TN,7.1
2017,AZ,7.1
2017,SC,7.1
2017,ME,7.1
2011,MS,7.1
2009,WY,7.2
2003,UT,7.2
2011,HI,7.2
2007,DC,7.2
2015,HI,7.2
2015,PA,7.2
2011,WV,7.2
2015,KY,7.2
2017,CO,7.2
2017,VT,7.2
2017,DE,7.2
2017,DC,7.2
2017,PA,7.2
2017,CT,7.2
2017,GU,7.2
2017,IL,7.2
2017,KS,7.2
2015,NY,7.2
2015,CA,7.3
2005,ND,7.3
2005,FL,7.3
2009,ND,7.3
2015,NV,7.3
2003,UT,7.3
2017,AZ,7.3
2017,VA,7.3
2017,AR,7.3
2017,NV,7.3
2003,UT,7.3
2009,ND,7.3
2007,DE,7.3
2009,NM,7.4
2007,NV,7.4
2013,MI,7.4
2009,NM,7.4
2007,NV,7.4
2007,SC,7.4
2003,UT,7.4
2015,CT,7.4
2017,TX,7.4
2017,NE,7.4
2017,NH,7.4
2017,AK,7.4
2017,AZ,7.4
2017,FL,7.4
2017,NE,7.4
2017,NE,7.4
2017,TN,7.4
2017,NM,7.4
2007,GU,7.4
2009,ND,7.4
2005,UT,7.4
2007,DE,7.5
2005,GA,7.5
2015,CA,7.5
2013,HI,7.5
2015,MI,7.5
2009,US,7.5
2005,WY,7.5
2009,WY,7.5
2007,WY,7.5
2015,NV,7.5
2013,SC,7.5
2005,ME,7.5
2017,US,7.5
2017,AZ,7.5
2003,ND,7.5
2011,RI,7.6
2001,ND,7.6
2011,NM,7.6
2015,NV,7.6
2011,MS,7.6
2007,GA,7.6
2011,US,7.6
2007,DC,7.6
2005,MI,7.6
2003,HI,7.6
2011,NC,7.6
2007,NY,7.6
2009,ME,7.6
2015,KY,7.6
2011,HI,7.6
2013,SC,7.6
2017,IL,7.6
2013,GU,7.6
2001,HI,7.6
2013,NC,7.6
2005,UT,7.6
2001,ME,7.7
2015,RI,7.7
2003,HI,7.7
2005,WY,7.7
2013,NY,7.7
2015,CA,7.7
2015,MA,7.7
2015,MD,7.7
2017,NC,7.7
2017,CO,7.7
2017,AR,7.7
2017,DC,7.7
2017,PA,7.7
2009,RI,7.7
2009,NY,7.7
2013,SC,7.8
2009,HI,7.8
2007,WY,7.8
2007,WY,7.8
2013,SC,7.8
2015,FL,7.8
2011,AR,7.8
2013,SC,7.8
2009,DE,7.8
2017,NH,7.8
2017,US,7.8
2017,VT,7.8
2017,WI,7.8
2003,ME,7.8
2011,NY,7.8
2009,RI,7.8
2013,CT,7.8
2007,UT,7.9
2015,VT,7.9
2013,NM,7.9
2015,VA,7.9
2007,HI,7.9
2013,RI,7.9
2011,KS,7.9
2009,DE,7.9
2017,CT,7.9
2013,RI,8
2013,AK,8
2001,UT,8
2007,HI,8
2011,WV,8
2007,IL,8
2013,NJ,8
2015,ME,8
2009,NV,8
2015,DE,8
2011,NC,8
2015,NH,8
2013,RI,8
2017,KS,8
2017,WI,8
2011,GU,8
2015,MA,8
2015,HI,8.1
2015,MO,8.1
2007,NV,8.1
2013,DE,8.1
2007,WY,8.1
2013,HI,8.1
2011,ME,8.1
2013,MD,8.1
2017,ME,8.1
2017,HI,8.1
2017,NV,8.1
2017,MO,8.1
2017,MD,8.1
2009,MS,8.1
2013,AK,8.2
2013,US,8.2
2011,NC,8.2
2007,SC,8.2
2015,VA,8.2
2003,FL,8.2
2009,NV,8.2
2015,MA,8.2
2009,DE,8.2
2017,MD,8.2
2017,VA,8.2
2017,ID,8.2
2017,HI,8.2
2017,NH,8.2
2017,VT,8.2
2017,NC,8.2
2015,CT,8.2
2009,HI,8.2
2011,UT,8.3
2009,DE,8.3
2011,KY,8.3
2011,GA,8.3
2007,DE,8.3
2009,RI,8.3
2011,NY,8.3
2017,ID,8.3
2017,CT,8.3
2017,IL,8.3
2001,UT,8.3
2009,TN,8.3
2015,SD,8.3
2013,NV,8.3
2003,ME,8.4
2013,MD,8.4
2013,FL,8.4
2013,TN,8.4
2011,NY,8.4
2011,NC,8.4
2011,KY,8.4
2015,AK,8.4
2003,GA,8.4
2009,KY,8.4
2015,CA,8.4
2015,IL,8.4
2013,WV,8.4
2009,DE,8.4
2009,MS,8.4
2017,FL,8.4
2017,GU,8.4
2017,IA,8.4
2009,SC,8.4
2009,NV,8.4
2009,HI,8.5
2005,GA,8.5
2009,HI,8.5
2013,SC,8.5
2009,UT,8.5
2007,GA,8.5
2011,HI,8.5
2009,NV,8.5
2007,DE,8.5
2009,HI,8.5
2017,TN,8.5
2005,ME,8.6
2009,NV,8.6
2009,NV,8.6
2015,VA,8.6
2005,WY,8.6
2013,DE,8.6
2009,NC,8.6
2015,IN,8.6
2009,MS,8.6
2015,HI,8.6
2009,LA,8.6
2015,MA,8.6
2011,RI,8.6
2017,MD,8.6
2017,VT,8.6
2013,MS,8.6
2005,NY,8.7
2011,GA,8.7
2003,ME,8.7
2013,NV,8.7
2015,NH,8.7
2013,KS,8.7
2015,ID,8.7
2015,NY,8.7
2009,AR,8.7
2013,DE,8.7
2015,MD,8.7
2009,MA,8.7
2009,DE,8.7
2017,ME,8.7
2017,NH,8.7
2017,ME,8.7
2017,MO,8.7
2017,PA,8.7
2017,MA,8.7
2007,SC,8.8
2007,MA,8.8
2011,GA,8.8
2015,NY,8.8
2009,FL,8.8
2017,NH,8.8
2017,US,8.8
2017,ND,8.8
2009,ME,8.8
2015,HI,8.8
2001,WY,8.9
2015,NV,8.9
2015,DE,8.9
2007,HI,8.9
2005,ND,8.9
2011,VA,8.9
2011,DE,8.9
2007,DC,8.9
2017,NC,8.9
2017,TX,8.9
2001,FL,8.9
2009,GA,8.9
2003,GA,8.9
2009,SC,8.9
2005,MD,9
2007,TN,9
2011,KY,9
2009,ME,9
2011,WV,9
2017,NM,9
2017,HI,9
2017,KS,9
2009,HI,9
2013,AL,9.1
2001,HI,9.1
2009,NY,9.1
2013,NY,9.1
2013,MD,9.1
2009,IL,9.1
2017,IL,9.1
2017,ND,9.1
2017,WI,9.1
2017,VT,9.1
2017,ID,9.1
2015,GU,9.1
2015,FL,9.2
2015,MD,9.2
2011,NM,9.2
2015,DE,9.2
2015,US,9.2
2015,NC,9.2
2015,ME,9.2
2013,FL,9.2
2009,NV,9.2
2011,WV,9.2
2007,SC,9.2
2017,HI,9.2
2017,MO,9.2
2003,ME,9.2
2015,AZ,9.3
2015,MD,9.3
2013,MA,9.3
2011,HI,9.3
2015,AL,9.3
2007,UT,9.3
2003,WY,9.3
2007,RI,9.3
2015,NH,9.3
2009,SC,9.3
2017,NC,9.3
2017,HI,9.3
2017,DE,9.3
2017,MD,9.3
2017,VT,9.3
2013,GU,9.3
2007,DE,9.3
2015,ID,9.3
2011,MS,9.3
2001,NC,9.4
2005,IN,9.4
2003,GA,9.4
2015,SC,9.4
2007,DC,9.4
2007,CT,9.4
2005,WY,9.4
2013,RI,9.4
2009,NJ,9.4
2011,MA,9.4
2017,TX,9.4
2017,TN,9.4
2017,NM,9.4
2003,ND,9.5
2007,DE,9.5
2007,GA,9.5
2009,US,9.5
2015,VA,9.5
2015,SD,9.5
2017,NC,9.5
2017,PA,9.5
2017,SC,9.5
2007,GU,9.5
2013,NY,9.5
2013,WI,9.6
2015,SC,9.6
2013,DE,9.6
2011,RI,9.6
2015,TN,9.6
2005,NY,9.6
2001,UT,9.6
1993,GA,9.6
2015,SC,9.6
2013,NE,9.6
2015,IN,9.6
2005,MO,9.6
2009,CT,9.6
2011,KY,9.6
2017,HI,9.6
2017,AK,9.6
2013,LA,9.7
2015,ID,9.7
2011,KY,9.7
2001,NC,9.7
2015,US,9.7
2003,MA,9.7
2015,HI,9.7
2015,DE,9.7
2001,ME,9.7
2013,HI,9.7
2003,WY,9.7
2015,VT,9.7
2013,VA,9.7
2017,HI,9.7
2015,ND,9.8
2013,OH,9.8
2015,VT,9.8
2005,PR,9.8
2011,HI,9.8
2015,MI,9.8
2011,HI,9.8
2011,TX,9.8
2013,NV,9.8
2011,LA,9.8
2013,WY,9.8
2005,GA,9.8
2017,ID,9.8
2017,CT,9.8
2017,US,9.8
2009,KY,9.8
2015,NM,9.8
2001,ND,9.9
2007,UT,9.9
2005,PR,9.9
2007,HI,9.9
2007,US,9.9
2005,US,9.9
2009,DE,9.9
2001,WY,9.9
2015,FL,9.9
2001,ME,9.9
2007,HI,9.9
2015,NY,9.9
2009,RI,9.9
2015,DE,9.9
2003,MI,9.9
2015,AZ,9.9
2017,ME,9.9
2017,NH,9.9
2017,IA,9.9
2017,TN,9.9
2017,MO,9.9
2017,IA,9.9
2009,ME,9.9
2011,WV,9.9
2015,TN,10
2001,ND,10
2015,NY,10
1999,HI,10
2013,MD,10
2007,DC,10
2007,HI,10
2017,SC,10
2017,GU,10
2017,PA,10
2015,NM,10
2015,MI,10
2015,TN,10.1
1999,HI,10.1
2007,HI,10.1
2015,SD,10.1
2005,GA,10.1
2011,KY,10.1
2015,NH,10.1
2015,ID,10.1
2011,HI,10.1
2015,IL,10.1
2001,ND,10.1
2015,AZ,10.1
2007,GU,10.1
2003,NY,10.1
2015,NH,10.2
2003,WY,10.2
2011,HI,10.2
2015,AZ,10.2
2003,HI,10.2
2011,FL,10.2
2015,MD,10.2
2015,HI,10.2
2017,MD,10.2
2017,MO,10.2
2017,ME,10.2
2017,SC,10.2
2017,GU,10.2
2017,MI,10.2
2011,GU,10.2
2013,KS,10.2
2009,UT,10.2
2015,CT,10.3
2003,HI,10.3
2013,US,10.3
2011,TN,10.3
2003,MI,10.3
2007,DE,10.3
2009,SC,10.3
2013,MA,10.3
2015,DE,10.3
2017,WV,10.3
2017,AK,10.3
2013,NV,10.3
2011,HI,10.3
2011,VT,10.4
2013,HI,10.4
2013,KS,10.4
2001,WY,10.4
2007,HI,10.4
2015,NM,10.4
2013,WI,10.4
2015,CT,10.4
2013,VA,10.4
2009,MA,10.4
2017,MI,10.4
2015,FL,10.4
2015,IN,10.4
2015,SD,10.5
2015,ME,10.5
2003,GA,10.5
2005,PR,10.5
2011,US,10.5
2009,WV,10.5
2013,NC,10.5
2015,MI,10.5
2005,ND,10.5
2013,FL,10.5
2017,VT,10.5
2017,MI,10.5
2015,GU,10.5
2009,KY,10.5
2013,AK,10.6
2013,NY,10.6
2011,VT,10.6
2015,AZ,10.6
2001,NC,10.6
2001,HI,10.6
2011,CT,10.6
2015,CT,10.6
2013,MI,10.6
2015,KY,10.6
2017,NM,10.6
2017,IL,10.6
2017,MT,10.6
2011,MS,10.7
2013,ND,10.7
2005,PR,10.7
2003,GA,10.7
2015,NM,10.7
2007,NC,10.7
2005,HI,10.7
